simulation_id,attack_id,cost
1828,1,72351469.52640232
1828,2,104820157.89788723
1829,1,97220060.57834193
1831,1,103190550.76714425
1832,1,102050510.26534161
1833,1,113211290.9587345
1833,2,103368303.05828299
1834,1,91777364.67323557
1839,1,96664146.13264555
1842,1,101471727.09216553
1843,1,105274747.52359402
1847,1,80667890.21431224
1847,2,99534603.65375164
1847,3,100667823.7099646
1848,1,85507075.49204706
1849,1,105383355.27610317
1850,1,84337341.78704238
1850,2,102377168.5099483
1855,1,85639958.2753126
1857,1,104975683.3025856
1857,2,93588642.06999592
1858,1,100706426.21235886
1858,2,109827272.0743666
1859,1,110544076.12207723
1859,2,118429685.40958978
1862,1,95184509.71223204
1862,2,110740097.88344085
1866,1,118907657.29895669
1867,1,98673872.85240498
1867,2,121576462.51529169
1870,1,96488223.40208323
1871,1,107028630.33791459
1871,2,98030711.79940288
1871,3,119810821.03600107
1872,1,102271876.5266443
1873,1,107905881.28672083
1873,2,91316121.96064687
1874,1,100823126.25186983
1881,1,77472578.07713334
1883,1,98708079.4081448
1885,1,98976309.5407942
1886,1,109854593.26837188
1887,1,100796451.33447053
1889,1,103744086.80319513
1889,2,109061639.96831791
1892,1,93178419.20123072
1892,2,102109619.03688839
1892,3,123627085.36608434
1893,1,104968881.74256413
1893,2,105295698.05077916
1902,1,84119863.659529
1902,2,71143597.13296318
1903,1,104781889.7661162
1904,1,89970618.81501843
1904,2,92290691.91614744
1905,1,85500848.595018
1908,1,101680171.45231885
1912,1,112495495.99188195
1913,1,92322464.89358038
1916,1,85828396.18588102
1918,1,96612202.38130943
1919,1,106019206.51726055
1919,2,88189871.25249177
1921,1,98801759.20509842
1922,1,93283151.5747813
1924,1,80039885.12524323
1924,2,126548049.4143978
1925,1,89273765.80225107
1925,2,90776962.79622987
1926,1,87208348.93007238
1927,1,101423259.41212948
1927,2,92547708.08436732
1929,1,115828709.82025526
1930,1,109765371.09265569
1931,1,85870460.83694687
1933,1,81825001.72590877
1936,1,99201926.50119333
1937,1,97775405.19799061
1938,1,79687829.94240925
1940,1,85937685.23301746
1943,1,105123258.30160272
1945,1,102265824.0391766
1947,1,99863465.9930403
1947,2,109326908.25985745
1948,1,101261239.26836887
1949,1,100568591.48272493
1953,1,107330512.40612486
1953,2,109100893.75396726
1954,1,88497831.89732996
1955,1,98509650.83285111
1957,1,95247155.70079772
1958,1,100609284.77125372
1959,1,103884183.88005477
1963,1,87698531.31527245
1966,1,93258941.62954417
1971,1,112201012.11547384
1975,1,95821088.4417535
1977,1,86941616.85004872
1979,1,93367423.59819846
1980,1,102182158.03853299
1981,1,112782094.49100508
1982,1,109144826.34943952
1983,1,94235417.35040958
1984,1,108613361.65469828
1984,2,121556971.21947032
1984,3,100785225.10846408
1985,1,107032507.31262675
1987,1,105511737.74977559
1991,1,104606280.54952577
1992,1,116718100.8685459
1992,2,110556428.79672244
1993,1,113290879.49562165
1997,1,99953477.14425494
1998,1,112947362.06797476
1998,2,89792744.9506734
1999,1,104741651.82090211
1999,2,96953179.40459746
1999,3,99769409.83415131
2001,1,96912016.98876436
2005,1,88263774.64851671
2005,2,80459349.01398215
2009,1,108776967.46981946
2009,2,88841372.07766396
2011,1,102753459.97203593
2014,1,99439435.80882207
2017,1,91167990.28925441
2018,1,90619645.48402686
2018,2,84524343.78461194
2021,1,106809233.91017754
2022,1,78282674.65246639
2022,2,106770613.34712715
2024,1,88686477.59047516
2024,2,90311883.22781326
2025,1,98248694.67721978
2028,1,107411016.96830505
2029,1,103052578.61901191
2030,1,93607725.19788282
2031,1,105389988.96242863
2032,1,82740014.64499846
2033,1,96864506.66243082
2035,1,110049844.9624174
2037,1,93496535.50518319
2038,1,111293928.04953317
2042,1,99988063.81497
2045,1,117575043.38635603
2046,1,91788590.83448279
2046,2,91071798.50674227
2050,1,107592604.31604181
2051,1,98276021.80967467
2052,1,85793614.57177886
2054,1,93236244.0582645
2056,1,107234371.12504585
2057,1,98054201.52792276
2059,1,114567756.06255895
2061,1,103873725.81271757
2063,1,104848247.70876326
2065,1,130769904.78036748
2067,1,110239863.59769572
2068,1,108597736.60617383
2070,1,95965969.40577337
2080,1,104096907.7448712
2085,1,106824870.20096007
2086,1,94884869.03023838
2087,1,93823836.11368865
2091,1,100379335.37900244
2091,2,114925202.98385747
2092,1,103044667.67764635
2093,1,99509636.04117745
2099,1,105724522.33382583
2102,1,108692446.18251851
2102,2,99152423.04903623
2105,1,93609243.45381437
2106,1,93312314.22806135
2107,1,105141056.8652964
2108,1,96750789.14157268
2111,1,103068728.50209638
2111,2,95865468.72689922
2112,1,97956119.47880863
2112,2,113043135.01046005
2113,1,120446890.95181836
2114,1,79960663.54163215
2114,2,105291142.90766974
2124,1,88712620.11088766
2126,1,104122844.10629766
2129,1,80084040.44280893
2132,1,117841078.92235275
2133,1,112300350.19784836
2133,2,103483111.09622814
2133,3,103041039.23270063
2134,1,98392249.54846518
2134,2,87138272.56017861
2134,3,90060453.00035845
2142,1,96774518.50151761
2142,2,93498613.51364987
2143,1,111460255.45352568
2144,1,92396144.90909305
2144,2,96605850.65839514
2146,1,114164328.6844294
2147,1,114010122.91405243
2148,1,110225939.73990163
2149,1,85052517.6169366
2150,1,92540560.99002531
2151,1,107010587.43700716
2153,1,97500795.08473743
2155,1,97480902.47259215
2156,1,102092468.49940847
2157,1,103341895.24595614
2158,1,95288995.93187346
2159,1,90064931.79973382
2161,1,103875100.82449265
2163,1,87998346.24912985
2168,1,88769834.7289932
2169,1,108952608.34771907
2172,1,93693989.64763735
2175,1,105304135.7095727
2178,1,79317871.45998439
2179,1,94073385.91627106
2179,2,93485039.2508927
2181,1,112219411.25168714
2183,1,109429532.50422058
2199,1,105665746.31546979
2200,1,118117946.1580202
2200,2,100924077.90539731
2204,1,94171431.83283162
2205,1,96372970.93125105
2206,1,100444819.3095224
2207,1,102616321.54739633
2213,1,107055437.81889902
2216,1,96715595.62652524
2216,2,81306163.57395387
2217,1,96374784.16322856
2218,1,113361974.32808483
2219,1,92021558.70236824
2220,1,103143472.9086153
2224,1,97274815.44644834
2227,1,100794776.57296734
2227,2,122709003.86457384
2229,1,100360506.63346158
2231,1,96003872.48118365
2234,1,87240768.46314898
2235,1,100144506.4749164
2240,1,112069180.41535546
2243,1,102786172.92095838
2243,2,94574705.1695155
2244,1,96232932.66534057
2245,1,85233029.35890594
2247,1,95850344.71347079
2247,2,95459934.36887911
2247,3,117349909.38712642
2247,4,94024704.97212665
2249,1,113608749.16032223
2250,1,85274486.750845
2250,2,90036313.49570797
2251,1,103723690.2423509
2252,1,112238783.9882031
2252,2,105209346.83828007
2257,1,92642932.24963415
2260,1,109712257.13519032
2261,1,90224560.06555954
2265,1,108674187.33389904
2266,1,108022544.55359872
2268,1,90764748.81255135
2270,1,91657158.27659172
2271,1,90729350.92693567
2274,1,129717328.5940921
2275,1,106193716.9385614
2275,2,113061210.60380927
2276,1,112078495.21966645
2277,1,91755628.89831148
2278,1,93130051.5328084
2288,1,101290050.97465502
2293,1,106620025.46409814
2294,1,95433674.48035994
2294,2,98289625.68360545
2297,1,103723496.7430716
2305,1,120857416.83816324
2306,1,84409521.98400182
2308,1,102159525.68849018
2311,1,116119529.09357913
2311,2,110296473.13468233
2311,3,104829582.63213865
2316,1,93256517.91389744
2318,1,100332132.44237722
2320,1,98560818.89899035
2323,1,117408258.89789179
2324,1,99170456.32167096
2325,1,92527561.13219684
2326,1,95641066.59587763
2326,2,100862512.02297772
2328,1,114737182.86450413
2331,1,91928856.77583101
2331,2,92336821.58391947
2334,1,105677328.85709843
2336,1,114888498.01398809
2339,1,105618853.02839814
2339,2,91514077.29893464
2340,1,120442069.45268236
2341,1,116025781.22872326
2349,1,81341316.10232106
2350,1,97936460.68861355
2350,2,84990169.76863173
2351,1,113070871.03502083
2354,1,92766194.1832573
2354,2,88994793.55778505
2355,1,99622910.2606965
2356,1,101894365.42754099
2356,2,106080292.84266448
2359,1,93848227.60971631
2360,1,97519365.42812505
2360,2,108303555.78970776
2365,1,115150086.99176389
2365,2,111903262.24593316
2370,1,97736764.09821339
2372,1,88189525.98966675
2373,1,90426843.90393049
2374,1,103041832.38064706
2374,2,100276765.09571616
2375,1,88019319.9679005
2376,1,100837502.48587093
2379,1,100194813.62504093
2379,2,91752738.35898301
2383,1,97869220.47980925
2383,2,100299243.56239259
2384,1,79092432.33612315
2385,1,92903584.6380229
2387,1,92968369.62808219
2387,2,107475845.61373372
2387,3,109477409.45026912
2388,1,110445455.28932402
2389,1,110763500.1872727
2391,1,111484203.54862662
2391,2,99172069.44261238
2391,3,88716464.93992898
2392,1,104452244.25808658
2397,1,122203331.66615975
2399,1,102118417.21409091
2401,1,90519801.58232403
2402,1,89905861.21298686
2403,1,95463418.14024475
2405,1,107482064.52096821
2409,1,108156398.79519625
2409,2,96972444.618759
2412,1,96419679.78826171
2413,1,118516373.95098308
2413,2,101866489.68099822
2414,1,105028509.49702632
2414,2,116945166.36699489
2415,1,102358919.14754169
2419,1,90644158.17907944
2420,1,94144179.09451354
2420,2,108171108.55732131
2422,1,115042369.34518175
2424,1,130265788.59483111
2424,2,105965435.3917719
2426,1,97758599.71221384
2427,1,104854068.39126971
2428,1,94951612.47254233
2430,1,91655717.95408839
2431,1,101633455.73275024
2432,1,113136126.31149918
2434,1,110930524.4367084
2440,1,86404878.05352779
2441,1,89973391.27680507
2445,1,107685957.95749839
2445,2,111627098.25179784
2446,1,98698962.35959506
2447,1,85525072.90629451
2448,1,103631443.78702384
2449,1,111884926.90188843
2449,2,104680002.40938537
2451,1,101652149.26298285
2451,2,90300706.59323578
2452,1,108683577.06093825
2452,2,120244604.78445612
2454,1,90753742.34869795
2455,1,87533557.63135299
2462,1,100687117.83145586
2463,1,102315714.18420225
2464,1,89035937.10625592
2467,1,109303533.20428213
2468,1,103212668.04403308
2475,1,104815635.82783416
2476,1,93112709.82612526
2480,1,108490991.90871209
2484,1,90496077.85784264
2485,1,121100892.09403709
2486,1,99945043.5746263
2486,2,100407885.43455629
2487,1,87924695.41771193
2487,2,90734447.28475429
2487,3,95557755.4417303
2487,4,95531183.41694759
2490,1,104565241.1701289
2490,2,94475606.10119714
2490,3,97479728.62726499
2494,1,106687666.04853271
2494,2,102716632.97492093
2494,3,118314230.34205687
2495,1,121422249.7405151
2496,1,91348930.53026569
2496,2,120627807.63465159
2496,3,105866699.17221044
2498,1,88243081.35615024
2501,1,88843440.8179775
2502,1,109354384.66820453
2503,1,99020175.91074564
2503,2,115204275.12455475
2503,3,103953133.32350239
2505,1,99167120.68346596
2505,2,109635487.36990222
2506,1,105511011.94257441
2506,2,115137697.64511459
2508,1,119742592.52581549
2511,1,110364990.41490811
2514,1,80343252.66424315
2514,2,94902457.98944953
2516,1,110475739.67113374
2518,1,108715373.70653334
2520,1,103340522.18250169
2522,1,95114291.44728576
2524,1,100839593.03413619
2527,1,109414934.51927923
2533,1,89684953.59881182
2534,1,110460131.84100573
2535,1,103155679.16943714
2536,1,86278973.43315162
2538,1,89630238.37733696
2538,2,101207613.20012471
2545,1,92695184.33711894
2545,2,101358461.7176911
2546,1,105497468.35313475
2547,1,96762271.98601612
2548,1,104396738.41850993
2551,1,139022306.17641243
2555,1,84222521.69853753
2559,1,96621714.41367838
2559,2,98747090.32781947
2561,1,104311921.18661724
2563,1,82151039.29860014
2566,1,77281890.81582975
2566,2,117213215.3017693
2566,3,90644649.68358219
2566,4,101458760.27780016
2567,1,101234741.16543452
2569,1,97700186.65170422
2574,1,102745974.43852754
2577,1,85092733.08295016
2578,1,94576980.64555171
2580,1,99547925.53925456
2581,1,94500083.65407437
2581,2,102840913.33576806
2582,1,108610939.59145306
2582,2,127442532.47088529
2583,1,105170580.90441476
2585,1,85470734.1687774
2591,1,94012733.42379428
2591,2,92008807.32204597
2592,1,102478721.02106318
2592,2,101236098.53733537
2595,1,93058131.32337376
2595,2,108831367.7666432
2597,1,101875446.52933326
2598,1,104712467.0195806
2600,1,113941566.28363629
2602,1,97983925.19626175
2605,1,96692500.1501797
2610,1,97791500.10920131
2613,1,103720426.91424443
2614,1,110389881.49476312
2615,1,115166584.50907034
2615,2,90708554.11930236
2616,1,84166344.92542696
2617,1,112838787.54058892
2620,1,110508979.74247462
2621,1,109021580.14629684
2622,1,104592097.43322629
2622,2,97723395.73299715
2626,1,88627390.68028764
2626,2,123960462.37383306
2627,1,103966478.77444977
2629,1,94245290.40126263
2631,1,99660170.11715177
2633,1,84204957.88029876
2637,1,116872906.38971159
2638,1,89827482.43549278
2638,2,110784959.04231904
2638,3,92664529.98858799
2642,1,105442118.41013578
2645,1,100483432.4065682
2646,1,93339832.55227879
2646,2,111254388.95290318
2646,3,100428341.74402949
2647,1,93794482.78890072
2647,2,102467698.78539038
2648,1,108462231.61399402
2649,1,101070882.89981264
2649,2,115610055.21007317
2649,3,111394988.69630475
2650,1,114161109.0305268
2650,2,109947884.09979099
2652,1,94004630.7198802
2654,1,103872353.37230209
2655,1,105444928.09456737
2656,1,118613178.16307072
2656,2,95839504.34909767
2659,1,103887582.72313862
2662,1,104609449.51526968
2663,1,89226755.37190552
2663,2,106040904.86568032
2668,1,105498237.3720351
2669,1,95326640.36873342
2671,1,111838205.27241236
2672,1,81891926.99781345
2674,1,90350592.74873629
2675,1,99046257.40329477
2677,1,88161444.36568348
2678,1,92523429.20516042
2680,1,113598859.65370417
2680,2,91092845.6053817
2682,1,92302763.65780868
2683,1,90410568.25177974
2686,1,104199515.81226425
2687,1,113932862.78397474
2688,1,84068585.73663819
2695,1,92179848.79100749
2695,2,71270379.48045413
2696,1,108781750.21519767
2697,1,101050421.69082513
2701,1,113651117.90121576
2702,1,109786506.79782435
2703,1,85802615.75138372
2703,2,97683295.2195303
2707,1,101885632.14598095
2707,2,101186892.80005522
2709,1,103329256.1666972
2710,1,82267671.61884245
2710,2,96682041.94429614
2711,1,113275621.62688991
2712,1,76419578.01160845
2712,2,80499004.80694337
2715,1,98023555.13097881
2720,1,103067806.04061614
2720,2,109073009.66549553
2721,1,84818953.68653981
2722,1,99033967.46726672
2724,1,92477969.39310068
2724,2,84973772.82010129
2726,1,99327810.29791528
2730,1,98833829.17236064
2734,1,98786971.38661687
2735,1,94970780.2244423
2738,1,114719028.02739161
2738,2,103778761.93007718
2741,1,90105576.88943015
2743,1,93947584.60024689
2747,1,100968457.33132184
2750,1,105365654.78446503
2750,2,96272472.40828101
2752,1,98339464.89378044
2753,1,110739055.13535316
2753,2,97767459.54159953
2753,3,111741839.4444574
2754,1,108500792.35590395
2760,1,108060784.8227289
2762,1,98909982.14623709
2764,1,93789801.54448599
2765,1,115302402.87008275
2765,2,103720640.25725852
2766,1,100727709.181905
2767,1,84055811.08209625
2771,1,103584472.66562128
2772,1,105297600.0327068
2772,2,113085552.50310297
2775,1,100162190.2558979
2776,1,87036419.624261
2778,1,114548683.67838445
2779,1,97532832.91321036
2779,2,82722152.8221168
2783,1,101205531.16192858
2784,1,106956906.25963618
2786,1,72818617.1661748
2786,2,110319365.1912724
2787,1,95316495.68966159
2792,1,86599258.42727627
2792,2,108952537.04095265
2792,3,115107591.21257398
2793,1,96094569.61642984
2793,2,103398653.0421246
2794,1,105701920.05571151
2796,1,101828186.02425893
2797,1,107495272.83614261
2797,2,94252248.3109698
2801,1,105357913.28710806
2802,1,92576390.15516873
2807,1,90068960.33580339
2809,1,95113749.9741473
2813,1,117940741.50629564
2815,1,110079360.12205787
2815,2,103097228.99117166
2815,3,96988226.0733306
2816,1,90084030.85857251
2817,1,91283117.31096357
2818,1,96354071.6710753
2818,2,88705922.94368409
2820,1,118957396.93544292
2821,1,110690806.81738311
2825,1,104352252.85992908
2826,1,110258601.37780592
2827,1,103840347.3869114
2833,1,98074125.25769314
2835,1,99331762.38951297
2837,1,113530605.9954516
2839,1,83933745.07069078
2845,1,102397807.60135885
2846,1,84806641.15542509
2846,2,112391981.83579892
2846,3,80231929.28340223
2848,1,90680107.40874742
2849,1,103562644.40336613
2854,1,71334454.93712948
2854,2,90007758.71986014
2855,1,97092740.64061217
2860,1,115614777.2284605
2861,1,97338024.6236028
2862,1,99216352.26201032
2862,2,91361590.59995134
2862,3,90990294.25696234
2865,1,97602105.31862439
2866,1,79850778.33761075
2866,2,105622753.10685429
2867,1,110593170.30000216
2867,2,97936616.9113395
2868,1,103933543.90002161
2871,1,98234933.99798259
2872,1,107230878.7071091
2872,2,105367352.40445432
2873,1,99068394.9967115
2876,1,103111228.66095427
2883,1,101396640.0780779
2886,1,92689853.98727497
2890,1,79520318.8944534
2891,1,100224288.19951633
2896,1,86272346.00582586
2898,1,89862168.62889285
2899,1,91187581.94922179
2900,1,96054624.23215741
2904,1,99524027.45702802
2904,2,105655561.76517537
2906,1,97379736.2218233
2907,1,85663105.32859845
2908,1,96808405.03867781
2909,1,104918664.74317497
2910,1,108649176.79307139
2910,2,98073149.42278704
2913,1,98340117.02566715
2913,2,106154111.81895754
2915,1,93991270.6741318
2916,1,96699116.95731986
2920,1,122455468.14363448
2921,1,102231278.45593871
2921,2,89455340.76155877
2926,1,124809478.24421716
2926,2,110312934.7175679
2927,1,111715111.09236173
2927,2,103546457.43819347
2928,1,96916651.07144289
2932,1,92754912.11859879
2935,1,122027234.85915712
2937,1,94763675.5737639
2937,2,98643850.5028297
2942,1,98228301.44179726
2942,2,83647046.03899635
2944,1,84858520.43661964
2945,1,97309729.49109724
2947,1,92036786.95208114
2947,2,106031583.06614451
2948,1,113569100.50618395
2950,1,92114020.44513157
2952,1,109164421.01647013
2953,1,99856017.64076729
2954,1,98326050.11993694
2955,1,103503957.16921374
2956,1,106265201.45508923
2956,2,97486312.81740579
2959,1,85153082.91281244
2959,2,100722512.02751961
2961,1,89946132.17281508
2963,1,115372161.03511485
2965,1,118932298.63285404
2967,1,105863057.10638875
2967,2,107371936.18328825
2968,1,94490025.86292988
2969,1,88994105.81523839
2971,1,98272249.53668727
2974,1,113621300.63318275
2974,2,89416393.95769636
2974,3,104614222.49416225
2975,1,90601471.51606953
2976,1,89341398.15399763
2978,1,104460398.98621494
2980,1,103582021.91158287
2981,1,98727072.29960826
2982,1,101363574.11647253
2982,2,93110763.06368087
2983,1,94919677.87659602
2984,1,93424544.21582119
2986,1,106622835.85104927
2986,2,98763610.09851736
2988,1,98901981.57173976
2988,2,91638097.02351244
2989,1,125535347.66968772
2989,2,100106320.12976725
2990,1,101560905.37785542
2991,1,91638437.91905907
2992,1,102964226.64388247
2993,1,105869787.87153196
2993,2,93038089.15878926
2994,1,113072170.69070046
2995,1,93906612.66051953
2995,2,102989296.92061105
2995,3,98560782.74866715
2996,1,95126795.3127846
2997,1,82929065.90673313
2998,1,97718197.40123712
3002,1,102266935.68744096
3002,2,94613561.46914826
3002,3,111069772.74487808
3002,4,95877320.15750037
3003,1,102173142.68581048
3003,2,97917117.80892637
3004,1,101802925.47957984
3005,1,110148796.37931179
3007,1,101799435.36241055
3009,1,91500267.55213273
3012,1,103048542.92873211
3012,2,108166379.4943128
3013,1,102574859.87848997
3013,2,91259093.47405952
3014,1,101270738.79433589
3019,1,107381291.01911661
3022,1,107976479.00384094
3029,1,106039077.24107143
3034,1,115079267.9842985
3036,1,92639473.04886352
3040,1,93850751.7062973
3040,2,101177368.59889312
3043,1,85389694.11804225
3043,2,100207944.61085178
3046,1,89798057.51826057
3047,1,95352745.53351825
3049,1,98556232.72272228
3050,1,109958667.87856683
3054,1,109135056.55853826
3054,2,110664735.0739139
3054,3,108356590.86816192
3058,1,113664259.41039334
3059,1,94925713.1889262
3060,1,94531041.39491817
3061,1,103290805.69879287
3064,1,71351473.35531282
3064,2,104866334.4541871
3066,1,87829947.7248821
3066,2,94007010.78834954
3072,1,96898838.81823009
3072,2,108303379.78479908
3073,1,104024224.89291085
3074,1,93238891.90512873
3075,1,93976678.13353755
3076,1,98526553.43310294
3083,1,97954161.34123182
3083,2,103051187.32450603
3085,1,109220773.21182455
3085,2,86021724.03765106
3086,1,93880464.64168173
3086,2,95333094.33011033
3088,1,91556897.91553473
3090,1,90543425.25649518
3090,2,84920846.81955062
3090,3,94006308.73418956
3091,1,114017357.10433675
3093,1,97872292.45460257
3094,1,104740495.6666586
3102,1,89346947.10310283
3108,1,103676824.6959822
3108,2,114904772.18020461
3110,1,95570866.16236995
3112,1,95439470.34299462
3114,1,100123998.5257218
3115,1,96443217.57144251
3127,1,111682708.49403344
3127,2,107999311.1039067
3128,1,94923952.56573658
3129,1,103689754.54024103
3131,1,98542803.02714676
3133,1,104049689.75812289
3136,1,104868269.27917454
3139,1,100321833.86484274
3139,2,115586456.69996959
3142,1,102956703.4775217
3143,1,105158218.7761499
3144,1,92240498.96980643
3145,1,95469527.70167112
3148,1,94548888.73469768
3152,1,98920361.84640113
3155,1,113423082.37401155
3155,2,94532978.39230923
3155,3,108168078.63170019
3156,1,97082857.53982459
3156,2,94824906.89039053
3157,1,113845879.50011271
3158,1,96432837.54986046
3158,2,101027129.8402188
3158,3,88868225.40564877
3160,1,98028830.29616202
3160,2,106214766.82100728
3160,3,101943469.35042442
3161,1,99805554.8446404
3162,1,95010020.1707684
3166,1,114201545.81193559
3167,1,93800090.79833998
3167,2,121934347.809986
3168,1,106368463.95583013
3168,2,91206129.18595281
3168,3,80169826.50331827
3171,1,112721120.13326581
3171,2,106670349.9833874
3171,3,89868738.31539784
3174,1,96988311.96098596
3176,1,87201630.24263199
3178,1,101975809.41332932
3179,1,98127826.9875485
3181,1,92030453.06201468
3184,1,100076129.55176257
3187,1,114919796.04941225
3189,1,104213581.98767798
3191,1,115505121.93364228
3192,1,113722937.02665941
3192,2,102375346.25298737
3194,1,96413480.43345426
3198,1,101151499.34665206
3201,1,83549428.90187736
3202,1,109593434.7849651
3205,1,98897865.12184426
3205,2,90644132.83840156
3208,1,91571743.66613838
3208,2,114025306.98140325
3208,3,93883284.70829436
3209,1,89899141.71405873
3210,1,89570931.83037435
3211,1,104099760.71897309
3212,1,108658994.68940999
3212,2,106767154.30864426
3214,1,97294121.4783841
3221,1,92728510.94905183
3225,1,97918544.46769854
3225,2,111865985.9469665
3226,1,97864396.02989769
3227,1,113291718.70658353
3227,2,93882643.92438862
3229,1,83932843.46665479
3230,1,106496316.79342854
3234,1,102997652.26101927
3235,1,93107828.85933319
3237,1,118461643.42487662
3242,1,99317491.52967443
3244,1,120065953.60102382
3244,2,100229186.57689556
3248,1,104711277.45026705
3248,2,92646110.2533396
3249,1,87743305.5451807
3251,1,98623505.5699859
3254,1,89203538.11215962
3258,1,97580724.77611876
3260,1,101639450.32234584
3265,1,87261991.3715059
3268,1,104780804.11152475
3268,2,93439388.34082831
3268,3,85841147.9583667
3268,4,95342169.98494208
3270,1,98317703.09506638
3274,1,86956431.21583666
3275,1,109443196.07821475
3277,1,102424686.88386197
3278,1,102258942.26377481
3281,1,117593292.40966275
3281,2,75750602.17096348
3287,1,109616475.83128944
3291,1,72584704.86809023
3291,2,109476594.05903569
3292,1,98714433.05989599
3293,1,94135614.24467163
3293,2,111382208.46066195
3294,1,103054815.00515887
3294,2,82908578.11958963
3295,1,105391894.139531
3295,2,91404341.38696028
3295,3,119550759.89909431
3295,4,107080676.7833666
3297,1,100049890.932197
3299,1,105174143.0392943
3301,1,89126367.40263745
3305,1,108104565.65859675
3306,1,109614004.45601326
3308,1,107956647.3030615
3310,1,91977518.75285369
3311,1,106054383.77785048
3314,1,127142899.67580503
3315,1,115409782.07196245
3315,2,104298834.10048133
3318,1,98082545.6868947
3319,1,109696574.91844922
3320,1,112770502.04033248
3321,1,104431087.55403563
3325,1,115832647.58185956
3325,2,98554179.48773676
3326,1,113899752.71579339
3331,1,102435019.04517554
3333,1,98299574.57112232
3333,2,103395942.91909195
3335,1,113368909.46093358
3337,1,76660835.43405396
3338,1,130522250.4993077
3340,1,102762167.61802049
3341,1,101329115.37739725
3341,2,122614967.51221149
3343,1,98857215.77582563
3344,1,104008270.20814362
3346,1,100237179.36549824
3346,2,111167185.56203449
3348,1,99132365.34810746
3353,1,102084130.17627324
3355,1,97830742.68364823
3356,1,99206917.93587826
3358,1,95761761.86073947
3359,1,107906461.25767171
3361,1,102190212.713291
3361,2,77497957.77699201
3361,3,95603268.55195554
3363,1,98898587.08904266
3363,2,100303132.96116397
3364,1,105525349.6310907
3366,1,92926334.39754623
3367,1,95592342.41901109
3368,1,87948111.67693327
3373,1,106110241.3509572
3377,1,93987821.72412172
3379,1,96158194.86998382
3380,1,97839747.65019003
3381,1,105118788.45317191
3385,1,99196270.80695891
3385,2,95428274.37988411
3386,1,87784048.2915742
3397,1,111542606.27745566
3403,1,99019552.972203
3406,1,93577017.5700741
3407,1,103313022.64498174
3410,1,106194004.5403002
3411,1,100633032.53195591
3412,1,93493508.15994434
3413,1,84548358.36129844
3414,1,93417570.65048942
3414,2,100376690.52931881
3416,1,94919377.87311691
3416,2,99207539.60575913
3419,1,88409619.9385261
3421,1,127290391.09657112
3421,2,90010451.71093836
3423,1,104223490.73925528
3425,1,110788248.01042327
3426,1,93697181.97049241
3427,1,89521195.77364677
3428,1,104909257.86453846
3433,1,88236050.32441327
3436,1,104679950.96135661
3438,1,75291149.87497613
3439,1,111118826.3641041
3440,1,91246828.11361726
3441,1,110999416.21329877
3442,1,109223058.83590993
3443,1,113435659.66018471
3446,1,96350012.59136477
3447,1,105584184.74156193
3449,1,112812395.81945531
3450,1,105919009.76983815
3451,1,97715179.65738669
3452,1,97313732.67165862
3454,1,116660705.35364543
3456,1,103503127.89458679
3457,1,91185878.82181725
3459,1,90020405.76008695
3460,1,81079125.07794961
3461,1,89662604.73410322
3464,1,102142628.70515302
3469,1,107262826.97803736
3473,1,102777859.61175902
3478,1,98320250.64277038
3479,1,125022254.1897551
3479,2,85156895.72618185
3480,1,97999041.76223499
3483,1,87843744.04931346
3484,1,109974747.60143498
3486,1,96377403.15345694
3488,1,102236278.37884115
3489,1,94506926.54043722
3494,1,99260721.48295622
3495,1,105524251.15959345
3495,2,102624666.13892838
3495,3,123550563.65750101
3496,1,87899939.87935719
3498,1,83731834.89201905
3500,1,89854715.96373263
3502,1,102966314.91961843
3502,2,113796842.64824638
3503,1,87623444.84266399
3509,1,118959590.0307074
3509,2,101994213.95458098
3513,1,115425263.49019974
3513,2,95686099.48290591
3514,1,94578513.43863988
3514,2,84662083.18639138
3518,1,81291055.37357906
3520,1,91368379.67691405
3520,2,103016361.06167123
3524,1,92234954.93081123
3525,1,89165880.43191157
3526,1,113508405.35673507
3528,1,89283666.03987685
3528,2,98058059.26875052
3533,1,115990671.60161166
3534,1,92420345.56249464
3536,1,94491450.08643734
3537,1,90011688.0408848
3542,1,98274143.37550339
3542,2,100974748.41906321
3542,3,113229885.31229311
3543,1,107030171.31007934
3544,1,99526291.8461019
3553,1,87580438.36951375
3557,1,101822659.5984917
3557,2,98893859.21874885
3557,3,104203458.73573728
3557,4,103609559.3460009
3558,1,83640025.5538998
3559,1,100775095.84272778
3562,1,121310573.67713983
3563,1,85659714.91848436
3563,2,102817881.9783344
3566,1,98024090.4583343
3567,1,104195577.13379037
3572,1,104178356.4877363
3573,1,94264640.34984663
3575,1,99495835.8658638
3576,1,101254344.60495907
3578,1,98499683.01807296
3580,1,99622113.66307499
3580,2,107485743.61804019
3581,1,93370417.03033547
3582,1,85980724.3196397
3584,1,101596567.6008816
3587,1,104016395.62908052
3588,1,98947725.15910432
3590,1,92567407.68102702
3590,2,101337982.96577075
3591,1,86644946.70029807
3592,1,94244285.76759022
3594,1,102870982.14340259
3595,1,112684817.22459802
3597,1,93811859.60997121
3602,1,106776843.91272537
3603,1,98345658.81653045
3604,1,99044504.45097022
3604,2,98158936.94859989
3605,1,113373072.24490678
3606,1,106530406.84127715
3607,1,111916017.475
3607,2,84250698.04614267
